perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Tenured:Gen:u(a-b),MaGC:Tenured:Gen:c(a-b),MaGC:Tenured:Gen:u(a),MaGC:Tenured:Gen:u(b),MaGC:Tenured:Gen:c(a),MaGC:Tenured:Gen:c(b),MaGC:Tenured:Gen:i(a),MaGC:Tenured:Gen:i(b),MaGC:Tenured:Gen:m(a),MaGC:Tenured:Gen:m(b),MaGC:Eden:Space:u(a-b),MaGC:Eden:Space:c(a-b),MaGC:Eden:Space:u(a),MaGC:Eden:Space:u(b),MaGC:Eden:Space:c(a),MaGC:Eden:Space:c(b),MaGC:Eden:Space:i(a),MaGC:Eden:Space:i(b),MaGC:Eden:Space:m(a),MaGC:Eden:Space:m(b),MaGC:Survivor:Space:u(a-b),MaGC:Survivor:Space:c(a-b),MaGC:Survivor:Space:u(a),MaGC:Survivor:Space:u(b),MaGC:Survivor:Space:c(a),MaGC:Survivor:Space:c(b),MaGC:Survivor:Space:i(a),MaGC:Survivor:Space:i(b),MaGC:Survivor:Space:m(a),MaGC:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:PS:Survivor:Space:u(a-b),MiGC:PS:Survivor:Space:c(a-b),MiGC:PS:Survivor:Space:u(a),MiGC:PS:Survivor:Space:u(b),MiGC:PS:Survivor:Space:c(a),MiGC:PS:Survivor:Space:c(b),MiGC:PS:Survivor:Space:i(a),MiGC:PS:Survivor:Space:i(b),MiGC:PS:Survivor:Space:m(a),MiGC:PS:Survivor:Space:m(b),MiGC:PS:Old:Gen:u(a-b),MiGC:PS:Old:Gen:c(a-b),MiGC:PS:Old:Gen:u(a),MiGC:PS:Old:Gen:u(b),MiGC:PS:Old:Gen:c(a),MiGC:PS:Old:Gen:c(b),MiGC:PS:Old:Gen:i(a),MiGC:PS:Old:Gen:i(b),MiGC:PS:Old:Gen:m(a),MiGC:PS:Old:Gen:m(b),MiGC:PS:Eden:Space:u(a-b),MiGC:PS:Eden:Space:c(a-b),MiGC:PS:Eden:Space:u(a),MiGC:PS:Eden:Space:u(b),MiGC:PS:Eden:Space:c(a),MiGC:PS:Eden:Space:c(b),MiGC:PS:Eden:Space:i(a),MiGC:PS:Eden:Space:i(b),MiGC:PS:Eden:Space:m(a),MiGC:PS:Eden:Space:m(b)
5740,524288000,9966040,514321960,5726,139853824,8192,139845632,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,5417,5435,18,7528560,0,7528560,0,8716288,8716288,8716288,8716288,8716288,8716288,8192,0,8192,0,139853824,139853824,139853824,139853824,139853824,139853824,-52428800,0,0,52428800,52428800,52428800,52428800,52428800,52428800,52428800
14291,524288000,10248120,514039880,14284,139853824,16384,139837440,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.24288E7,16384.0,0.0,16384.0,8848.0,14255,14283,28,197408,0,7725968,7528560,8716288,8716288,8716288,8716288,8716288,8716288,8192,0,16384,8192,139853824,139853824,139853824,139853824,139853824,139853824,-52428800,0,0,52428800,52428800,52428800,52428800,52428800,52428800,52428800
23523,524288000,10287216,514000784,23521,139853824,24576,139829248,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.048576E8,24576.0,0.0,24576.0,17983.0,23378,23418,40,49280,0,7775248,7725968,8716288,8716288,8716288,8716288,8716288,8716288,8192,0,24576,16384,139853824,139853824,139853824,139853824,139853824,139853824,-52428800,0,0,52428800,52428800,52428800,52428800,52428800,52428800,52428800
31112,524288000,10309800,513978200,31110,139853824,32768,139821056,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.572864E8,32768.0,0.0,32768.0,25647.0,31045,31082,37,81992,0,7857240,7775248,8716288,8716288,8716288,8716288,8716288,8716288,8192,0,32768,24576,139853824,139853824,139853824,139853824,139853824,139853824,-52428800,0,0,52428800,52428800,52428800,52428800,52428800,52428800,52428800
37593,524288000,10324664,513963336,37592,139853824,40960,139812864,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.097152E8,40960.0,0.0,40960.0,32115.0,37523,37550,27,-28824,0,7828416,7857240,8716288,8716288,8716288,8716288,8716288,8716288,8192,0,40960,32768,139853824,139853824,139853824,139853824,139853824,139853824,-52428800,0,0,52428800,52428800,52428800,52428800,52428800,53149696,52428800
44436,524288000,10327784,513960216,44435,139853824,49152,139804672,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.62144E8,49152.0,0.0,49152.0,38999.0,44354,44434,80,-69288,-720896,7759128,7828416,7995392,8716288,8716288,8716288,7995392,8716288,8192,0,49152,40960,139853824,139853824,139853824,139853824,139853824,139853824,-52428800,1441792,0,52428800,53870592,52428800,52428800,52428800,53870592,53149696
51313,524288000,10359792,513928208,51312,139853824,7582416,132271408,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.16014592E8,7582416.0,0.0,7582416.0,45832.0,51241,51267,26,-7529752,-7733248,229376,7759128,262144,7995392,8716288,8716288,262144,7995392,7533264,0,7582416,49152,139853824,139853824,139853824,139853824,139853824,139853824,-53870592,-1310720,0,53870592,52559872,53870592,52428800,52428800,59965440,53870592
58499,524288000,10414136,513873864,58497,139853824,7598800,132255024,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.68574464E8,7598800.0,0.0,7598800.0,53003.0,58398,58438,40,6202632,9371648,6432008,229376,9633792,262144,8716288,8716288,9633792,262144,16384,0,7598800,7582416,139853824,139853824,139853824,139853824,139853824,139853824,-52559872,-1638400,0,52559872,50921472,52559872,52428800,52428800,50921472,59965440
65021,524288000,10419944,513868056,65020,139853824,7623376,132230448,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4.19495936E8,7623376.0,0.0,7623376.0,59584.0,64980,65019,39,-48888,-327680,6383120,6432008,9306112,9633792,8716288,8716288,9306112,9633792,24576,0,7623376,7598800,139853824,139853824,139853824,139853824,139853824,139853824,-50921472,0,0,50921472,50921472,50921472,52428800,52428800,51445760,50921472
72792,524288000,10424224,513863776,72790,139853824,13856736,125997088,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.70417408E8,1.3856736E7,0.0,1.3856736E7,67354.0,72760,72789,29,-6252048,-196608,131072,6383120,9109504,9306112,8716288,8716288,9109504,9306112,6233360,0,13856736,7623376,139853824,139853824,139853824,139853824,139853824,139853824,-50921472,-983040,0,50921472,49938432,50921472,52428800,52428800,50790400,51445760
