perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Tenured:Gen:u(a-b),MaGC:Tenured:Gen:c(a-b),MaGC:Tenured:Gen:u(a),MaGC:Tenured:Gen:u(b),MaGC:Tenured:Gen:c(a),MaGC:Tenured:Gen:c(b),MaGC:Tenured:Gen:i(a),MaGC:Tenured:Gen:i(b),MaGC:Tenured:Gen:m(a),MaGC:Tenured:Gen:m(b),MaGC:Eden:Space:u(a-b),MaGC:Eden:Space:c(a-b),MaGC:Eden:Space:u(a),MaGC:Eden:Space:u(b),MaGC:Eden:Space:c(a),MaGC:Eden:Space:c(b),MaGC:Eden:Space:i(a),MaGC:Eden:Space:i(b),MaGC:Eden:Space:m(a),MaGC:Eden:Space:m(b),MaGC:Survivor:Space:u(a-b),MaGC:Survivor:Space:c(a-b),MaGC:Survivor:Space:u(a),MaGC:Survivor:Space:u(b),MaGC:Survivor:Space:c(a),MaGC:Survivor:Space:c(b),MaGC:Survivor:Space:i(a),MaGC:Survivor:Space:i(b),MaGC:Survivor:Space:m(a),MaGC:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:PS:Survivor:Space:u(a-b),MiGC:PS:Survivor:Space:c(a-b),MiGC:PS:Survivor:Space:u(a),MiGC:PS:Survivor:Space:u(b),MiGC:PS:Survivor:Space:c(a),MiGC:PS:Survivor:Space:c(b),MiGC:PS:Survivor:Space:i(a),MiGC:PS:Survivor:Space:i(b),MiGC:PS:Survivor:Space:m(a),MiGC:PS:Survivor:Space:m(b),MiGC:PS:Old:Gen:u(a-b),MiGC:PS:Old:Gen:c(a-b),MiGC:PS:Old:Gen:u(a),MiGC:PS:Old:Gen:u(b),MiGC:PS:Old:Gen:c(a),MiGC:PS:Old:Gen:c(b),MiGC:PS:Old:Gen:i(a),MiGC:PS:Old:Gen:i(b),MiGC:PS:Old:Gen:m(a),MiGC:PS:Old:Gen:m(b),MiGC:PS:Eden:Space:u(a-b),MiGC:PS:Eden:Space:c(a-b),MiGC:PS:Eden:Space:u(a),MiGC:PS:Eden:Space:u(b),MiGC:PS:Eden:Space:c(a),MiGC:PS:Eden:Space:c(b),MiGC:PS:Eden:Space:i(a),MiGC:PS:Eden:Space:i(b),MiGC:PS:Eden:Space:m(a),MiGC:PS:Eden:Space:m(b)
29815,524288000,25460608,498827392,29812,559284224,8192,559276032,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,29704,29806,102,10025352,0,10025352,0,34930688,34930688,34930688,34930688,34930688,34930688,8192,0,8192,0,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
40244,524288000,34095432,490192568,40230,559284224,16384,559267840,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.097152E8,16384.0,0.0,16384.0,10423.0,40099,40229,130,5844080,0,15869432,10025352,34930688,34930688,34930688,34930688,34930688,34930688,8192,0,16384,8192,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
115808,524288000,37195024,487092976,115807,559284224,24576,559259648,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.194304E8,24576.0,0.0,24576.0,85978.0,115532,115784,252,4371336,0,20240768,15869432,34930688,34930688,34930688,34930688,34930688,34930688,8192,0,24576,16384,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
135394,524288000,55115872,469172128,135393,559284224,98320,559185904,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.291456E8,98320.0,0.0,98320.0,105586.0,135141,135392,251,6926128,0,27166896,20240768,34930688,34930688,34930688,34930688,34930688,34930688,73744,0,98320,24576,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
151233,524288000,62089168,462198832,151223,559284224,5337128,553947096,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.388608E8,5337128.0,0.0,5337128.0,121417.0,151017,151223,206,7735784,0,34902680,27166896,34930688,34930688,34930688,34930688,34930688,34930688,5238808,0,5337128,98320,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,-5242880,0,209715200,204472320,209715200,209715200,209715200,209715200,209715200
158376,524288000,62174552,462113448,158360,559284224,6780424,552503800,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.04333312E9,6780424.0,0.0,6780424.0,128554.0,158223,158360,137,8648,0,34911328,34902680,34930688,34930688,34930688,34930688,34930688,34930688,1443296,0,6780424,5337128,559284224,559284224,559284224,559284224,559284224,559284224,-204472320,-20054016,0,204472320,184418304,204472320,209715200,209715200,197066752,209715200
163372,524288000,62221368,462066632,163371,559284224,19006112,540278112,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.227751424E9,1.9006112E7,0.0,1.9006112E7,133564.0,163193,163370,177,-10629960,12648448,24281368,34911328,47579136,34930688,34930688,34930688,47579136,34930688,12225688,0,19006112,6780424,559284224,559284224,559284224,559284224,559284224,559284224,-184418304,0,0,184418304,184418304,184418304,209715200,209715200,187432960,197066752
167396,524288000,62225824,462062176,167395,559284224,27964800,531319424,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.412169728E9,2.79648E7,0.0,2.79648E7,137584.0,167323,167390,67,-7636688,-3014656,16644680,24281368,44564480,47579136,34930688,34930688,44564480,47579136,8958688,0,27964800,19006112,559284224,559284224,559284224,559284224,559284224,559284224,-184418304,6815744,0,184418304,191234048,184418304,209715200,209715200,191234048,187432960
171578,524288000,62234136,462053864,171577,559284224,41876248,517407976,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.603403776E9,4.1876248E7,0.0,4.1876248E7,141770.0,171500,171576,76,-12352040,-40239104,4292640,16644680,4325376,44564480,34930688,34930688,4325376,44564480,13911448,0,41876248,27964800,559284224,559284224,559284224,559284224,559284224,559284224,-191234048,0,0,191234048,191234048,191234048,209715200,209715200,230096896,191234048
174649,524288000,62236520,462051480,174648,559284224,44473112,514811112,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.794637824E9,4.4473112E7,0.0,4.4473112E7,144794.0,174563,174600,37,-1343488,40828928,2949152,4292640,45154304,4325376,34930688,34930688,45154304,4325376,2596864,0,44473112,41876248,559284224,559284224,559284224,559284224,559284224,559284224,-191234048,-3670016,0,191234048,187564032,191234048,209715200,209715200,188416000,230096896
